date UTC,lat,lon,prof,mag,location
2022-03-23 02:12:00,38.7,-28.198,12,2.2,Ilha de S. Jorge (W)
2022-03-23 02:11:00,38.69,-28.169,11,2.6,Ilha de S. Jorge (W)
2022-03-23 02:01:00,38.678,-28.132,11,2.7,Ilha de S. Jorge (W)
2022-03-23 01:58:00,38.681,-28.127,11,2.1,Ilha de S. Jorge (W)
2022-03-23 01:53:00,38.683,-28.125,10,2.7,Ilha de S. Jorge (W)
2022-03-23 01:51:00,38.694,-28.172,12,2.3,Ilha de S. Jorge (W)
2022-03-23 01:45:00,38.69,-28.187,11,2.0,Ilha de S. Jorge (W)
2022-03-23 01:42:00,38.695,-28.186,12,2.7,Ilha de S. Jorge (W)
2022-03-23 01:26:00,38.7,-28.191,11,2.4,Ilha de S. Jorge (W)
2022-03-23 01:21:00,38.692,-28.182,12,2.2,Ilha de S. Jorge (W)
2022-03-23 01:04:00,38.679,-28.129,11,2.0,Ilha de S. Jorge (W)
2022-03-23 00:38:00,38.7,-28.193,12,2.3,Ilha de S. Jorge (W)
2022-03-23 00:29:00,38.698,-28.191,12,2.7,Ilha de S. Jorge (W)
2022-03-22 23:46:00,38.682,-28.125,10,2.5,Ilha de S. Jorge (W)
2022-03-22 23:18:00,38.684,-28.15,11,2.1,Ilha de S. Jorge (W)
2022-03-22 22:47:00,38.695,-28.191,12,2.0,Ilha de S. Jorge (W)
2022-03-22 22:41:00,38.689,-28.175,9,2.1,Ilha de S. Jorge (W)
2022-03-22 22:33:00,38.698,-28.194,12,2.3,Ilha de S. Jorge (W)
2022-03-22 22:19:00,38.688,-28.139,12,2.7,Ilha de S. Jorge (W)
2022-03-22 22:14:00,38.68,-28.128,12,2.7,Ilha de S. Jorge (W)
2022-03-22 21:54:00,38.695,-28.179,11,2.4,Ilha de S. Jorge (W)
2022-03-22 21:44:00,38.692,-28.168,13,2.0,Ilha de S. Jorge (W)
2022-03-22 21:28:00,38.683,-28.135,12,2.2,Ilha de S. Jorge (W)
2022-03-22 21:07:00,38.692,-28.175,12,2.8,Ilha de S. Jorge (W)
2022-03-22 21:04:00,38.694,-28.183,9,2.3,Ilha de S. Jorge (W)
2022-03-22 19:57:00,38.687,-28.149,10,2.6,Ilha de S. Jorge (W)
2022-03-22 19:48:00,38.703,-28.184,13,2.3,Ilha de S. Jorge (W)
2022-03-22 19:40:00,38.698,-28.185,13,2.2,Ilha de S. Jorge (W)
2022-03-22 19:31:00,38.706,-28.198,13,2.0,Ilha de S. Jorge (W)
2022-03-22 19:27:00,38.695,-28.182,11,2.7,Ilha de S. Jorge (W)
2022-03-22 19:23:00,38.701,-28.201,12,2.0,Ilha de S. Jorge (W)
2022-03-22 19:07:00,38.693,-28.168,13,2.8,Ilha de S. Jorge (W)
2022-03-22 18:54:00,38.702,-28.204,12,3.0,Ilha de S. Jorge (W)
2022-03-22 18:02:00,38.678,-28.125,11,2.0,Ilha de S. Jorge (W)
2022-03-22 17:48:00,38.684,-28.139,11,2.5,Ilha de S. Jorge (W)
2022-03-22 17:12:00,38.693,-28.153,7,3.0,Ilha de S. Jorge (W)
2022-03-22 17:07:00,38.679,-28.136,10,2.2,Ilha de S. Jorge (W)
2022-03-22 16:51:00,38.684,-28.118,11,2.0,Ilha de S. Jorge (W)
2022-03-22 16:38:00,38.685,-28.134,8,2.0,Ilha de S. Jorge (W)
2022-03-22 16:27:00,38.69,-28.176,12,2.2,Ilha de S. Jorge (W)
2022-03-22 16:22:00,38.694,-28.217,11,2.1,Ilha de S. Jorge (W)
2022-03-22 16:13:00,38.692,-28.167,13,2.5,Ilha de S. Jorge (W)
2022-03-22 15:56:00,38.679,-28.12,10,2.2,Ilha de S. Jorge (W)
2022-03-22 15:36:00,38.688,-28.167,12,2.4,Ilha de S. Jorge (W)
2022-03-22 15:21:00,38.69,-28.181,12,2.1,Ilha de S. Jorge (W)
2022-03-22 15:19:00,38.696,-28.2,13,2.5,Ilha de S. Jorge (W)
2022-03-22 14:53:00,38.69,-28.169,12,2.5,Ilha de S. Jorge (W)
2022-03-22 14:43:00,38.694,-28.173,13,2.1,Ilha de S. Jorge (W)
2022-03-22 14:33:00,38.667,-28.105,7,2.4,Ilha de S. Jorge (W)
2022-03-22 14:22:00,38.7,-28.194,12,2.1,Ilha de S. Jorge (W)
2022-03-22 14:19:00,38.699,-28.184,10,2.1,Ilha de S. Jorge (W)
2022-03-22 14:16:00,38.69,-28.194,10,2.2,Ilha de S. Jorge (W)
2022-03-22 13:40:00,38.678,-28.163,12,2.2,Ilha de S. Jorge (W)
2022-03-22 13:39:00,38.699,-28.201,12,2.1,Ilha de S. Jorge (W)
2022-03-22 13:16:00,38.704,-28.197,13,2.4,Ilha de S. Jorge (W)
2022-03-22 13:13:00,38.687,-28.155,14,2.4,Ilha de S. Jorge (W)
2022-03-22 12:54:00,38.682,-28.164,7,2.1,Ilha de S. Jorge (W)
2022-03-22 12:13:00,38.693,-28.218,12,2.5,Ilha de S. Jorge (W)
2022-03-22 11:58:00,38.705,-28.219,5,2.4,Ilha de S. Jorge (W)
2022-03-22 11:55:00,38.69,-28.199,10,2.5,Ilha de S. Jorge (W)
2022-03-22 11:50:00,38.706,-28.21,12,2.0,Ilha de S. Jorge (W)
2022-03-22 11:24:00,38.705,-28.185,13,2.0,Ilha de S. Jorge (W)
2022-03-22 11:14:00,38.686,-28.179,12,2.1,Ilha de S. Jorge (W)
2022-03-22 11:13:00,38.69,-28.179,9,2.0,Ilha de S. Jorge (W)
2022-03-22 10:20:00,38.696,-28.181,10,2.0,Ilha de S. Jorge (W)
2022-03-22 10:17:00,38.673,-28.118,12,2.0,Ilha de S. Jorge (W)
2022-03-22 09:41:00,38.681,-28.132,8,2.4,Ilha de S. Jorge (W)
2022-03-22 09:33:00,38.679,-28.136,10,2.2,Ilha de S. Jorge (W)
2022-03-22 09:31:00,38.68,-28.14,9,2.4,Ilha de S. Jorge (W)
2022-03-22 09:13:00,38.697,-28.185,12,2.3,Ilha de S. Jorge (W)
2022-03-22 09:03:00,38.652,-28.058,14,2.0,Ilha de S. Jorge (W)
2022-03-22 08:41:00,38.691,-28.175,11,2.0,Ilha de S. Jorge (W)
2022-03-22 08:20:00,38.684,-28.129,13,2.4,Ilha de S. Jorge (W)
2022-03-22 08:06:00,38.699,-28.213,12,2.2,Ilha de S. Jorge (W)
2022-03-22 07:57:00,38.697,-28.187,13,2.4,Ilha de S. Jorge (W)
2022-03-22 07:44:00,38.693,-28.174,12,2.3,Ilha de S. Jorge (W)
2022-03-22 07:43:00,38.698,-28.177,13,2.4,Ilha de S. Jorge (W)
2022-03-22 07:34:00,38.686,-28.163,11,2.1,Ilha de S. Jorge (W)
2022-03-22 06:51:00,38.694,-28.173,9,2.2,Ilha de S. Jorge (W)
2022-03-22 06:44:00,38.683,-28.149,11,2.1,Ilha de S. Jorge (W)
2022-03-22 06:42:00,38.689,-28.183,12,2.4,Ilha de S. Jorge (W)
2022-03-22 06:39:00,38.698,-28.213,12,2.5,Ilha de S. Jorge (W)
2022-03-22 06:38:00,38.686,-28.147,11,2.5,Ilha de S. Jorge (W)
2022-03-22 06:32:00,38.703,-28.204,11,2.6,Ilha de S. Jorge (W)
2022-03-22 06:15:00,38.68,-28.116,13,2.0,Ilha de S. Jorge (W)
2022-03-22 05:55:00,38.7,-28.179,7,2.0,Ilha de S. Jorge (W)
2022-03-22 05:53:00,38.701,-28.208,11,2.4,Ilha de S. Jorge (W)
2022-03-22 05:28:00,38.697,-28.214,11,2.5,Ilha de S. Jorge (W)
2022-03-22 05:18:00,38.703,-28.203,12,2.3,Ilha de S. Jorge (W)
2022-03-22 05:16:00,38.708,-28.206,13,2.2,Ilha de S. Jorge (W)
2022-03-22 05:07:00,38.69,-28.185,12,2.3,Ilha de S. Jorge (W)
2022-03-22 05:05:00,38.681,-28.125,12,2.1,Ilha de S. Jorge (W)
2022-03-22 04:43:00,38.688,-28.143,10,2.3,Ilha de S. Jorge (W)
2022-03-22 04:13:00,38.706,-28.217,12,2.1,Ilha de S. Jorge (W)
2022-03-22 03:50:00,38.699,-28.184,9,2.4,Ilha de S. Jorge (W)
2022-03-22 02:47:00,38.699,-28.18,13,2.3,Ilha de S. Jorge (W)
2022-03-22 02:30:00,38.699,-28.169,13,2.1,Ilha de S. Jorge (W)
2022-03-22 02:24:00,38.693,-28.174,7,2.0,Ilha de S. Jorge (W)
2022-03-22 01:53:00,38.693,-28.162,13,2.6,Ilha de S. Jorge (W)
2022-03-22 00:53:00,38.707,-28.191,13,2.6,Ilha de S. Jorge (W)
2022-03-22 00:35:00,38.688,-28.142,10,2.5,Ilha de S. Jorge (W)
2022-03-22 00:32:00,38.691,-28.192,12,2.2,Ilha de S. Jorge (W)
2022-03-22 00:17:00,38.701,-28.167,9,2.0,Ilha de S. Jorge (W)
2022-03-22 00:00:00,38.7,-28.199,11,2.3,Ilha de S. Jorge (W)
2022-03-21 23:50:00,38.695,-28.176,13,2.0,Ilha de S. Jorge (W)
2022-03-21 22:45:00,38.681,-28.124,5,2.0,Ilha de S. Jorge (W)
2022-03-21 22:45:00,38.681,-28.121,5,2.0,Ilha de S. Jorge (W)
2022-03-21 22:21:00,38.687,-28.172,10,2.0,Ilha de S. Jorge (W)
2022-03-21 22:21:00,38.689,-28.168,11,2.1,Ilha de S. Jorge (W)
2022-03-21 22:19:00,38.7,-28.17,7,2.2,Ilha de S. Jorge (W)
2022-03-21 22:07:00,38.694,-28.234,11,2.5,Ilha de S. Jorge (W)
2022-03-21 21:43:00,38.692,-28.167,11,2.2,Ilha de S. Jorge (W)
2022-03-21 21:33:00,38.697,-28.163,11,2.0,Ilha de S. Jorge (W)
2022-03-21 21:30:00,38.687,-28.143,11,2.0,Ilha de S. Jorge (W)
2022-03-21 21:21:00,38.699,-28.189,11,2.0,Ilha de S. Jorge (W)
2022-03-21 21:05:00,38.681,-28.194,11,2.0,Ilha de S. Jorge (W)
2022-03-21 20:56:00,38.694,-28.196,12,2.3,Ilha de S. Jorge (W)
2022-03-21 20:41:00,38.691,-28.212,10,2.3,Ilha de S. Jorge (W)
2022-03-21 20:41:00,38.693,-28.227,12,2.4,Ilha de S. Jorge (W)
2022-03-21 20:38:00,38.68,-28.137,11,3.0,Ilha de S. Jorge (W)
2022-03-21 20:31:00,38.67,-28.11,11,2.2,Ilha de S. Jorge (W)
2022-03-21 20:15:00,38.689,-28.176,10,2.0,Ilha de S. Jorge (W)
2022-03-21 20:13:00,38.711,-28.214,11,2.5,Ilha de S. Jorge (W)
2022-03-21 20:02:00,38.695,-28.177,13,2.7,Ilha de S. Jorge (W)
2022-03-21 19:34:00,38.692,-28.169,12,2.3,Ilha de S. Jorge (W)
2022-03-21 19:28:00,38.7,-28.194,12,2.6,Ilha de S. Jorge (W)
2022-03-21 19:06:00,38.685,-28.108,5,2.2,Ilha de S. Jorge (W)
2022-03-21 19:02:00,38.699,-28.189,9,2.4,Ilha de S. Jorge (W)
2022-03-21 18:51:00,38.688,-28.168,12,2.3,Ilha de S. Jorge (W)
2022-03-21 18:29:00,38.695,-28.203,11,2.3,Ilha de S. Jorge (W)
2022-03-21 18:12:00,38.694,-28.117,11,2.0,Ilha de S. Jorge (W)
2022-03-21 17:56:00,38.693,-28.172,9,2.4,Ilha de S. Jorge (W)
2022-03-21 17:55:00,38.697,-28.225,12,2.4,Ilha de S. Jorge (W)
2022-03-21 17:47:00,38.69,-28.198,9,2.8,Ilha de S. Jorge (W)
2022-03-21 17:27:00,38.696,-28.196,8,2.1,Ilha de S. Jorge (W)
2022-03-21 17:09:00,38.687,-28.166,10,2.1,Ilha de S. Jorge (W)
2022-03-21 17:05:00,38.713,-28.205,14,2.2,Ilha de S. Jorge (W)
2022-03-21 16:58:00,38.691,-28.193,12,2.1,Ilha de S. Jorge (W)
2022-03-21 16:26:00,38.697,-28.213,12,2.3,Ilha de S. Jorge (W)
2022-03-21 16:26:00,38.7,-28.213,12,2.3,Ilha de S. Jorge (W)
2022-03-21 16:25:00,38.7,-28.198,10,2.3,Ilha de S. Jorge (W)
2022-03-21 16:10:00,38.691,-28.181,7,2.0,Ilha de S. Jorge (W)
2022-03-21 16:08:00,38.679,-28.139,10,2.1,Ilha de S. Jorge (W)
2022-03-21 15:48:00,38.725,-28.197,19,2.3,Ilha de S. Jorge (W)
2022-03-21 15:24:00,38.694,-28.135,7,2.0,Ilha de S. Jorge (W)
2022-03-21 15:22:00,38.678,-28.178,7,2.4,Ilha de S. Jorge (W)
2022-03-21 15:12:00,38.692,-28.185,12,2.6,Ilha de S. Jorge (W)
2022-03-21 15:08:00,38.692,-28.161,13,2.1,Ilha de S. Jorge (W)
2022-03-21 15:01:00,38.68,-28.185,11,2.0,Ilha de S. Jorge (W)
2022-03-21 14:58:00,38.696,-28.172,7,2.1,Ilha de S. Jorge (W)
2022-03-21 14:46:00,38.685,-28.178,12,2.3,Ilha de S. Jorge (W)
2022-03-21 14:46:00,38.692,-28.174,11,2.3,Ilha de S. Jorge (W)
2022-03-21 14:34:00,38.703,-28.212,12,2.3,Ilha de S. Jorge (W)
2022-03-21 14:33:00,38.715,-28.202,14,2.2,Ilha de S. Jorge (W)
2022-03-21 13:53:00,38.695,-28.189,9,2.0,Ilha de S. Jorge (W)
2022-03-21 13:41:00,38.689,-28.177,12,2.4,Ilha de S. Jorge (W)
2022-03-21 13:02:00,38.679,-28.119,7,2.5,Ilha de S. Jorge (W)
2022-03-21 12:59:00,38.673,-28.131,12,2.2,Ilha de S. Jorge (W)
2022-03-21 12:54:00,38.707,-28.232,12,2.0,Ilha de S. Jorge (W)
2022-03-21 12:34:00,38.695,-28.167,13,3.1,Ilha de S. Jorge (W)
2022-03-21 12:20:00,38.674,-28.147,12,2.2,Ilha de S. Jorge (W)
2022-03-21 12:00:00,38.68,-28.135,12,2.0,Ilha de S. Jorge (W)
2022-03-21 11:45:00,38.675,-28.114,12,2.1,Ilha de S. Jorge (W)
2022-03-21 11:39:00,38.7,-28.208,9,2.0,Ilha de S. Jorge (W)
2022-03-21 11:38:00,38.692,-28.183,7,2.3,Ilha de S. Jorge (W)
2022-03-21 11:31:00,38.687,-28.188,12,2.1,Ilha de S. Jorge (W)
2022-03-21 11:28:00,38.696,-28.171,13,2.4,Ilha de S. Jorge (W)
2022-03-21 11:08:00,38.697,-28.166,13,2.3,Ilha de S. Jorge (W)
2022-03-21 11:07:00,38.695,-28.19,12,2.1,Ilha de S. Jorge (W)
2022-03-21 11:01:00,38.698,-28.203,12,2.2,Ilha de S. Jorge (W)
2022-03-21 10:41:00,38.687,-28.171,11,2.1,Ilha de S. Jorge (W)
2022-03-21 10:38:00,38.697,-28.203,12,2.0,Ilha de S. Jorge (W)
2022-03-21 10:32:00,38.695,-28.186,10,2.3,Ilha de S. Jorge (W)
2022-03-21 10:28:00,38.69,-28.187,11,2.1,Ilha de S. Jorge (W)
2022-03-21 10:15:00,38.714,-28.199,13,2.1,Ilha de S. Jorge (W)
2022-03-21 09:46:00,38.686,-28.194,10,2.2,Ilha de S. Jorge (W)
2022-03-21 09:30:00,38.696,-28.167,13,2.6,Ilha de S. Jorge (W)
2022-03-21 09:21:00,38.692,-28.181,10,2.2,Ilha de S. Jorge (W)
2022-03-21 09:15:00,38.686,-28.138,12,2.0,Ilha de S. Jorge (W)
2022-03-21 08:56:00,38.669,-28.11,15,2.1,Ilha de S. Jorge (W)
2022-03-21 08:47:00,38.684,-28.144,10,2.2,Ilha de S. Jorge (W)
2022-03-21 08:35:00,38.695,-28.223,12,2.1,Ilha de S. Jorge (W)
2022-03-21 08:33:00,38.7,-28.21,13,2.5,Ilha de S. Jorge (W)
2022-03-21 08:20:00,38.704,-28.159,4,2.2,Ilha de S. Jorge (W)
2022-03-21 08:13:00,38.717,-28.173,16,2.2,Ilha de S. Jorge (W)
2022-03-21 07:57:00,38.702,-28.174,10,2.3,Ilha de S. Jorge (W)
2022-03-21 07:47:00,38.693,-28.173,13,2.2,Ilha de S. Jorge (W)
2022-03-21 07:27:00,38.694,-28.178,13,2.6,Ilha de S. Jorge (W)
2022-03-21 07:22:00,38.697,-28.177,11,2.0,Ilha de S. Jorge (W)
2022-03-21 07:18:00,38.712,-28.175,20,2.0,Ilha de S. Jorge (W)
2022-03-21 07:14:00,38.707,-28.187,23,2.4,Ilha de S. Jorge (W)
2022-03-21 06:45:00,38.702,-28.203,13,2.6,Ilha de S. Jorge (W)
2022-03-21 06:28:00,38.709,-28.151,15,2.3,Ilha de S. Jorge (W)
2022-03-21 06:26:00,38.699,-28.231,12,2.1,Ilha de S. Jorge (W)
2022-03-21 06:24:00,38.698,-28.2,11,2.5,Ilha de S. Jorge (W)
2022-03-21 06:19:00,38.695,-28.184,13,2.3,Ilha de S. Jorge (W)
2022-03-21 06:17:00,38.692,-28.19,10,2.1,Ilha de S. Jorge (W)
2022-03-21 06:00:00,38.713,-28.217,15,2.0,Ilha de S. Jorge (W)
2022-03-21 05:51:00,38.702,-28.205,12,2.0,Ilha de S. Jorge (W)
2022-03-21 05:24:00,38.712,-28.18,19,2.0,Ilha de S. Jorge (W)
2022-03-21 05:09:00,38.681,-28.184,12,2.0,Ilha de S. Jorge (W)
2022-03-21 04:43:00,38.692,-28.174,13,2.5,Ilha de S. Jorge (W)
2022-03-21 04:36:00,38.684,-28.171,12,2.0,Ilha de S. Jorge (W)
2022-03-21 04:29:00,38.7,-28.196,12,2.1,Ilha de S. Jorge (W)
2022-03-21 04:09:00,38.697,-28.201,14,2.1,Ilha de S. Jorge (W)
2022-03-21 03:52:00,38.693,-28.182,11,2.2,Ilha de S. Jorge (W)
2022-03-21 03:41:00,38.689,-28.171,12,2.3,Ilha de S. Jorge (W)
2022-03-21 03:23:00,38.705,-28.191,15,2.0,Ilha de S. Jorge (W)
2022-03-21 03:14:00,38.689,-28.155,14,2.5,Ilha de S. Jorge (W)
2022-03-21 03:10:00,38.705,-28.235,12,2.6,Ilha de S. Jorge (W)
2022-03-21 02:41:00,38.693,-28.171,13,2.0,Ilha de S. Jorge (W)
2022-03-21 02:25:00,38.697,-28.189,13,2.4,Ilha de S. Jorge (W)
2022-03-21 02:08:00,38.69,-28.183,13,2.0,Ilha de S. Jorge (W)
2022-03-21 01:09:00,38.701,-28.214,12,2.2,Ilha de S. Jorge (W)
2022-03-21 01:04:00,38.694,-28.21,11,2.5,Ilha de S. Jorge (W)
2022-03-21 01:01:00,38.7,-28.235,11,2.9,Ilha de S. Jorge (W)
2022-03-21 00:47:00,38.698,-28.185,10,2.6,Ilha de S. Jorge (W)
2022-03-21 00:30:00,38.689,-28.157,11,2.0,Ilha de S. Jorge (W)
2022-03-21 00:01:00,38.692,-28.181,13,2.5,Ilha de S. Jorge (W)
2022-03-20 23:46:00,38.7,-28.223,12,2.0,Ilha de S. Jorge (W)
2022-03-20 23:42:00,38.705,-28.208,12,2.0,Ilha de S. Jorge (W)
2022-03-20 23:29:00,38.684,-28.157,11,2.0,Ilha de S. Jorge (W)
2022-03-20 23:20:00,38.697,-28.206,12,2.1,Ilha de S. Jorge (W)
2022-03-20 23:17:00,38.706,-28.211,13,2.4,Ilha de S. Jorge (W)
2022-03-20 23:12:00,38.699,-28.186,11,2.3,Ilha de S. Jorge (W)
2022-03-20 22:56:00,38.691,-28.173,12,2.0,Ilha de S. Jorge (W)
2022-03-20 22:54:00,38.696,-28.188,9,2.1,Ilha de S. Jorge (W)
2022-03-20 22:37:00,38.68,-28.135,12,2.0,Ilha de S. Jorge (W)
2022-03-20 22:31:00,38.687,-28.185,13,2.1,Ilha de S. Jorge (W)
2022-03-20 21:59:00,38.707,-28.209,13,2.1,Ilha de S. Jorge (W)
2022-03-20 21:56:00,38.701,-28.209,12,2.1,Ilha de S. Jorge (W)
2022-03-20 21:50:00,38.691,-28.187,12,2.4,Ilha de S. Jorge (W)
2022-03-20 21:44:00,38.686,-28.13,5,2.2,Ilha de S. Jorge (W)
2022-03-20 21:37:00,38.712,-28.182,13,2.0,Ilha de S. Jorge (W)
2022-03-20 21:31:00,38.696,-28.181,12,2.3,Ilha de S. Jorge (W)
2022-03-20 21:16:00,38.719,-28.219,5,2.1,Ilha de S. Jorge (W)
2022-03-20 21:13:00,38.705,-28.219,12,2.2,Ilha de S. Jorge (W)
2022-03-20 20:55:00,38.694,-28.19,11,2.5,Ilha de S. Jorge (W)
2022-03-20 20:46:00,38.693,-28.192,10,2.0,Ilha de S. Jorge (W)
2022-03-20 20:46:00,38.689,-28.198,7,2.9,Ilha de S. Jorge (W)
2022-03-20 20:32:00,38.689,-28.192,12,2.5,Ilha de S. Jorge (W)
2022-03-20 20:18:00,38.7,-28.215,13,2.4,Ilha de S. Jorge (W)
2022-03-20 19:51:00,38.699,-28.226,12,2.7,Ilha de S. Jorge (W)
2022-03-20 19:34:00,38.694,-28.179,9,2.1,Ilha de S. Jorge (W)
2022-03-20 19:22:00,38.696,-28.213,12,2.0,Ilha de S. Jorge (W)
2022-03-20 19:12:00,38.695,-28.174,12,2.4,Ilha de S. Jorge (W)
2022-03-20 18:50:00,38.689,-28.153,10,2.3,Ilha de S. Jorge (W)
2022-03-20 18:18:00,38.704,-28.193,8,2.2,Ilha de S. Jorge (W)
2022-03-20 17:42:00,38.697,-28.182,7,2.2,Ilha de S. Jorge (W)
2022-03-20 17:39:00,38.703,-28.189,12,2.4,Ilha de S. Jorge (W)
2022-03-20 17:26:00,38.693,-28.207,7,2.2,Ilha de S. Jorge (W)
2022-03-20 17:26:00,38.691,-28.212,12,2.4,Ilha de S. Jorge (W)
2022-03-20 16:46:00,38.657,-28.099,26,2.2,Ilha de S. Jorge (W)
2022-03-20 16:16:00,38.703,-28.185,12,2.3,Ilha de S. Jorge (W)
2022-03-20 15:56:00,38.693,-28.205,12,2.1,Ilha de S. Jorge (W)
2022-03-20 15:41:00,38.691,-28.186,10,2.4,Ilha de S. Jorge (W)
2022-03-20 15:15:00,38.705,-28.228,12,2.0,Ilha de S. Jorge (W)
2022-03-20 15:13:00,38.695,-28.18,13,2.1,Ilha de S. Jorge (W)
2022-03-20 14:45:00,38.703,-28.178,13,2.0,Ilha de S. Jorge (W)
2022-03-20 14:27:00,38.686,-28.151,9,2.1,Ilha de S. Jorge (W)
2022-03-20 14:25:00,38.685,-28.167,9,2.0,Ilha de S. Jorge (W)
2022-03-20 13:48:00,38.69,-28.178,7,2.3,Ilha de S. Jorge (W)
2022-03-20 13:48:00,38.702,-28.192,11,2.3,Ilha de S. Jorge (W)
2022-03-20 13:42:00,38.698,-28.187,12,2.3,Ilha de S. Jorge (W)
2022-03-20 13:29:00,38.695,-28.165,10,2.1,Ilha de S. Jorge (W)
2022-03-20 13:22:00,38.692,-28.178,11,2.2,Ilha de S. Jorge (W)
2022-03-20 13:01:00,38.692,-28.174,14,2.1,Ilha de S. Jorge (W)
2022-03-20 12:59:00,38.7,-28.18,9,2.1,Ilha de S. Jorge (W)
2022-03-20 12:32:00,38.706,-28.194,13,2.3,Ilha de S. Jorge (W)
2022-03-20 12:07:00,38.676,-28.177,11,2.0,Ilha de S. Jorge (W)
2022-03-20 12:03:00,38.694,-28.187,11,2.0,Ilha de S. Jorge (W)
2022-03-20 11:51:00,38.694,-28.167,13,2.3,Ilha de S. Jorge (W)
2022-03-20 11:12:00,38.702,-28.214,13,2.1,Ilha de S. Jorge (W)
2022-03-20 10:46:00,38.701,-28.225,12,2.2,Ilha de S. Jorge (W)
2022-03-20 09:41:00,38.686,-28.153,9,2.2,Ilha de S. Jorge (W)
2022-03-20 09:41:00,38.69,-28.155,10,2.0,Ilha de S. Jorge (W)
2022-03-20 09:20:00,38.693,-28.224,10,2.4,Ilha de S. Jorge (W)
2022-03-20 09:20:00,38.704,-28.223,11,2.1,Ilha de S. Jorge (W)
2022-03-20 08:59:00,38.707,-28.205,12,2.0,Ilha de S. Jorge (W)
2022-03-20 08:52:00,38.688,-28.201,9,2.3,Ilha de S. Jorge (W)
2022-03-20 08:37:00,38.692,-28.189,11,2.1,Ilha de S. Jorge (W)
2022-03-20 08:15:00,38.693,-28.167,11,2.1,Ilha de S. Jorge (W)
2022-03-20 08:01:00,38.695,-28.19,12,2.3,Ilha de S. Jorge (W)
2022-03-20 07:32:00,38.698,-28.217,12,2.3,Ilha de S. Jorge (W)
2022-03-20 07:32:00,38.704,-28.183,14,2.0,Ilha de S. Jorge (W)
2022-03-20 07:08:00,38.694,-28.211,13,2.6,Ilha de S. Jorge (W)
2022-03-20 07:03:00,38.695,-28.175,12,2.1,Ilha de S. Jorge (W)
2022-03-20 06:47:00,38.683,-28.163,8,2.0,Ilha de S. Jorge (W)
2022-03-20 06:42:00,38.699,-28.195,10,2.4,Ilha de S. Jorge (W)
2022-03-20 06:33:00,38.701,-28.226,12,2.4,Ilha de S. Jorge (W)
2022-03-20 06:17:00,38.707,-28.204,13,2.0,Ilha de S. Jorge (W)
2022-03-20 06:06:00,38.703,-28.197,13,2.0,Ilha de S. Jorge (W)
2022-03-20 06:02:00,38.698,-28.193,12,2.1,Ilha de S. Jorge (W)
2022-03-20 05:59:00,38.699,-28.206,12,2.5,Ilha de S. Jorge (W)
2022-03-20 05:51:00,38.697,-28.157,13,2.0,Ilha de S. Jorge (W)
2022-03-20 05:51:00,38.697,-28.224,12,2.1,Ilha de S. Jorge (W)
2022-03-20 05:38:00,38.701,-28.215,12,2.2,Ilha de S. Jorge (W)
2022-03-20 05:31:00,38.694,-28.183,12,2.1,Ilha de S. Jorge (W)
2022-03-20 05:19:00,38.693,-28.191,12,2.0,Ilha de S. Jorge (W)
2022-03-20 05:18:00,38.696,-28.185,10,2.3,Ilha de S. Jorge (W)
2022-03-20 05:16:00,38.705,-28.215,12,2.2,Ilha de S. Jorge (W)
2022-03-20 05:14:00,38.7,-28.181,12,2.1,Ilha de S. Jorge (W)
2022-03-20 05:00:00,38.706,-28.222,12,2.3,Ilha de S. Jorge (W)
2022-03-20 04:58:00,38.702,-28.225,12,2.3,Ilha de S. Jorge (W)
2022-03-20 04:52:00,38.706,-28.223,9,2.7,Ilha de S. Jorge (W)
2022-03-20 04:39:00,38.696,-28.188,10,2.2,Ilha de S. Jorge (W)
2022-03-20 04:26:00,38.693,-28.177,7,2.0,Ilha de S. Jorge (W)
2022-03-20 04:25:00,38.694,-28.183,10,2.1,Ilha de S. Jorge (W)
2022-03-20 04:20:00,38.67,-28.188,17,2.5,Ilha de S. Jorge (W)
2022-03-20 03:53:00,38.704,-28.221,13,2.3,Ilha de S. Jorge (W)
2022-03-20 03:48:00,38.704,-28.222,12,2.4,Ilha de S. Jorge (W)
2022-03-20 03:44:00,38.693,-28.187,11,2.7,Ilha de S. Jorge (W)
2022-03-20 03:43:00,38.692,-28.211,8,3.5,Ilha de S. Jorge (W)
2022-03-20 03:34:00,38.691,-28.228,6,3.3,Ilha de S. Jorge (W)
2022-03-20 03:19:00,38.697,-28.205,10,2.2,Ilha de S. Jorge (W)
2022-03-20 03:18:00,38.697,-28.209,12,2.0,Ilha de S. Jorge (W)
2022-03-20 03:14:00,38.702,-28.215,12,2.4,Ilha de S. Jorge (W)
2022-03-20 03:09:00,38.707,-28.226,12,2.5,Ilha de S. Jorge (W)
2022-03-20 03:04:00,38.707,-28.226,10,2.3,Ilha de S. Jorge (W)
2022-03-20 02:59:00,38.699,-28.225,12,2.3,Ilha de S. Jorge (W)
2022-03-20 02:55:00,38.697,-28.211,13,2.3,Ilha de S. Jorge (W)
2022-03-20 02:52:00,38.711,-28.221,13,2.5,Ilha de S. Jorge (W)
2022-03-20 02:37:00,38.686,-28.209,10,2.2,Ilha de S. Jorge (W)
2022-03-20 02:35:00,38.683,-28.167,7,2.4,Ilha de S. Jorge (W)
2022-03-20 01:55:00,38.65,-28.046,1,2.3,Ilha de S. Jorge (W)
